POI,이름,총 리뷰수,평균평점,주소,경도,위도,링크,거리
POI14,책방무사,157,4.199999999999999,제주특별자치도 서귀포시 성산읍 수산리 657-1,126.88664026708511,33.44610880331255,http://place.map.kakao.com/1979136409,3.1948569819324972
POI14,제주커피박물관,832,4.0181818181818185,제주특별자치도 서귀포시 성산읍 고성리 2040-1,126.899189902378,33.439907532742,http://place.map.kakao.com/26428769,1.6952569616765536
POI15,아르떼뮤지엄,1020,4.346666666666667,제주특별자치도 제주시 애월읍 어음리 1503,126.34501060259868,33.39670048068425,http://place.map.kakao.com/1508345156,3.4787294057579987
POI15,새별오름,341,4.294444444444445,제주특별자치도 제주시 애월읍 봉성리 산 59-8,126.3577306657398,33.366277591139294,http://place.map.kakao.com/25274725,2.0030981264849395
POI15,9.81테마파크,1020,4.264999999999999,제주특별자치도 제주시 애월읍 어음리 산 131-3,126.36666400048767,33.39028982281912,http://place.map.kakao.com/1868828759,1.2532124252819121
POI15,렛츠런파크 제주,785,4.2,제주특별자치도 제주시 애월읍 유수암리 1206,126.398076576683,33.4082482334671,http://place.map.kakao.com/7952708,3.954591052031909
POI16,제주봄미술관,181,4.66842105263158,제주특별자치도 서귀포시 토평동 329-6,126.587878900898,33.2499781170308,http://place.map.kakao.com/1449835357,4.365528709919031
POI16,서귀다원,504,4.547368421052632,제주특별자치도 서귀포시 상효동 1155-17,126.5969204599543,33.31214790486826,http://place.map.kakao.com/26631209,4.40213106318664
POI16,윈드 1947 카트 테마파크,1020,4.304347826086956,제주특별자치도 서귀포시 토평동 1799,126.588826802047,33.2895194717366,http://place.map.kakao.com/820826091,3.8548759639935275
POI16,제지기오름,160,4.300000000000001,제주특별자치도 서귀포시 보목동 275-1,126.6094752862915,33.2416274566338,http://place.map.kakao.com/10801781,3.34636562977823
POI16,감귤박물관,1020,4.2,제주특별자치도 서귀포시 신효동 1200-6,126.607466955475,33.2715616062599,http://place.map.kakao.com/23972751,1.5584325595788546
POI16,휴애리 자연생활공원,1020,4.199999999999999,제주특별자치도 서귀포시 남원읍 신례리 2081,126.635409752107,33.309410458656,http://place.map.kakao.com/27581976,3.586069562532402
POI16,쇠소깍,1020,4.146666666666666,제주특별자치도 서귀포시 하효동 990-1,126.62240514256442,33.25424606530691,http://place.map.kakao.com/7962003,1.9118620296801123
POI17,외돌개,1020,4.671428571428572,제주특별자치도 서귀포시 서홍동 791,126.544862271566,33.2390338150319,http://place.map.kakao.com/25035440,4.395111233467951
POI17,치유의숲,1020,4.579166666666667,제주특별자치도 서귀포시 호근동 산 4,126.5279041927597,33.29193934760764,http://place.map.kakao.com/1766125269,4.377300733059505
POI17,제주올레 7코스,488,4.534782608695652,제주특별자치도 서귀포시 서귀동 316-1,126.51530966206292,33.23738579332568,http://place.map.kakao.com/11635431,1.6606513004580679
POI17,기당미술관,243,4.427777777777777,제주특별자치도 서귀포시 서홍동 621,126.551197054008,33.2448885811233,http://place.map.kakao.com/8194422,4.973207135108633
POI17,열두굴,525,4.4,제주특별자치도 서귀포시 서홍동 764-1,126.550684325993,33.2419185620194,http://place.map.kakao.com/8169612,4.962100902263897
POI17,돔베낭골,265,4.372222222222223,제주특별자치도 서귀포시 호근동,126.533096036954,33.2395023313573,http://place.map.kakao.com/10303208,3.1423256715188477
POI17,법환포구,1020,4.3478260869565215,제주특별자치도 서귀포시 법환동 286-3,126.515606477986,33.2372607213758,http://place.map.kakao.com/25036056,1.6890027435749086
POI17,서귀포예술의전당,170,4.3,제주특별자치도 서귀포시 서홍동 551-1,126.550790502055,33.2463333284076,http://place.map.kakao.com/24066667,4.911867813423434
POI17,서건도,289,4.2444444444444445,제주특별자치도 서귀포시 강정동 산 1,126.498627156523,33.2299948343901,http://place.map.kakao.com/7936290,2.253986056690642
POI17,세계조가비박물관,329,4.047826086956522,제주특별자치도 서귀포시 서홍동 557-1,126.551583169735,33.2474433906243,http://place.map.kakao.com/12887024,4.989411896384563
POI18,신산공원,388,4.564,제주특별자치도 제주시 일도이동 830,126.53316051306024,33.507019558116845,http://place.map.kakao.com/8086164,4.609419589030573
POI18,용담 해안도로,139,4.5,제주특별자치도 제주시 용담2동,126.50956060325,33.5158270736255,http://place.map.kakao.com/8013248,2.5445055420014935
POI18,아라리오뮤지엄탑동시네마,288,4.486363636363636,제주특별자치도 제주시 삼도이동 1261-8,126.5233916575182,33.51739573130005,http://place.map.kakao.com/25811890,3.898937534497978
POI18,민속자연사박물관,1020,4.44,제주특별자치도 제주시 일도2동 996-1,126.531526116804,33.5063444077675,http://place.map.kakao.com/8067497,4.419192178571568
POI18,넥슨컴퓨터박물관,1020,4.423809523809524,제주특별자치도 제주시 노형동 86,126.4849881396272,33.47176036535081,http://place.map.kakao.com/20303776,2.535575572767396
POI18,도두봉,112,4.4,제주특별자치도 제주시 도두일동 산 2,126.46837214335848,33.507907109462536,http://place.map.kakao.com/7834621,2.844015017796048
POI18,김만덕기념관,386,4.368421052631579,제주특별자치도 제주시 건입동 1164,126.530226718424,33.5157773408226,http://place.map.kakao.com/26616466,4.525388079865072
POI18,한라수목원,1020,4.363636363636363,제주특별자치도 제주시 연동 2484,126.493266082832,33.4697839260314,http://place.map.kakao.com/8641180,2.580504923200917
POI18,제주도립미술관,838,4.355555555555555,제주특별자치도 제주시 연동 680-7,126.489644694081,33.4525846506737,http://place.map.kakao.com/10801589,4.186158236955655
POI18,제주시민속오일장,1020,4.3100000000000005,제주특별자치도 제주시 도두일동 1212,126.475483734929,33.4972409685804,http://place.map.kakao.com/12140282,1.8878735749415156
POI18,삼무공원,489,4.295,제주특별자치도 제주시 연동 270-3,126.49151979485,33.4917504047058,http://place.map.kakao.com/11055289,0.5516569520317678
POI18,관덕정,815,4.276923076923077,제주특별자치도 제주시 삼도2동 983-1,126.52145710447,33.5133491505552,http://place.map.kakao.com/8671789,3.539959163389647
POI18,삼성혈,760,4.269565217391305,제주특별자치도 제주시 이도일동 1313,126.52876306017112,33.50442796435783,http://place.map.kakao.com/7923901,4.086259406204887
POI18,용연 구름다리,1020,4.247619047619048,제주특별자치도 제주시 용담이동 2581,126.51439436830437,33.51488231777168,http://place.map.kakao.com/12354187,2.918745263051607
POI18,장수물,718,4.214285714285714,제주특별자치도 제주시 연동 310-79,126.49858543440268,33.49188197742961,http://place.map.kakao.com/11170411,0.8627716225873356
POI18,도두해안도로,1020,4.210000000000001,제주특별자치도 제주시 도두일동 1734,126.471338444636,33.5091180133618,http://place.map.kakao.com/581695647,2.580256372209141
POI18,브릭캠퍼스,1020,4.2,제주특별자치도 제주시 노형동 244-1,126.48529001574362,33.45854603798355,http://place.map.kakao.com/1826295011,3.708101329938406
POI18,수목원테마파크 제주,1020,4.191304347826087,제주특별자치도 제주시 연동 1320,126.48822661849,33.4706071151816,http://place.map.kakao.com/15106119,2.546461154861658
POI18,용두암,1020,4.175000000000001,제주특별자치도 제주시 용담2동 483,126.511957109074,33.5161106216721,http://place.map.kakao.com/11540370,2.765603308966992
POI18,제주목관아,991,4.173076923076923,제주특별자치도 제주시 삼도2동 1045-1,126.522003486182,33.5142023610171,http://place.map.kakao.com/10805294,3.6282482467167716
POI18,문예회관,388,4.123076923076923,제주특별자치도 제주시 일도2동 852,126.534790950053,33.5044164841966,http://place.map.kakao.com/18581581,4.749413156537466
POI18,탑동해변공연장,116,4.1,제주특별자치도 제주시 삼도이동 1262,126.52428226868852,33.517902241794644,http://place.map.kakao.com/11147485,4.008416549614365
POI18,두맹이골목,195,4.055555555555555,제주특별자치도 제주시 일도이동 1006-11,126.53381610573464,33.512408132869375,http://place.map.kakao.com/14521417,4.799472904884868
POI18,바이제주,560,4.01,제주특별자치도 제주시 용담삼동 1023-2,126.504122952874,33.5165735794784,http://place.map.kakao.com/1551616047,2.186174546280062
